id,datovedt,distrikt,doklink
609423,20230510,Rønne,https://dokument.plandata.dk/20_11131624_1684224014116.pdf
567351,20230629,NA,https://dokument.plandata.dk/20_11229479_1688461737240.pdf
576538,20231130,Rønne,https://dokument.plandata.dk/20_11252157_1701411399247.pdf
577608,20231213,Rønne,https://dokument.plandata.dk/20_11271407_1702626205321.pdf
585789,20240319,NA,https://dokument.plandata.dk/20_11291436_1713525202163.pdf
597345,20241010,Øvrige Bornholm,https://dokument.plandata.dk/20_11307786_1728632806405.pdf
614333,20250430,Sandvig,https://dokument.plandata.dk/20_11183681_1746696863617.pdf
616331,20250522,NA,https://dokument.plandata.dk/20_11234628_1748349626176.pdf
642416,20251009,Allinge,https://dokument.plandata.dk/20_11926539_1761034949396.pdf
646587,20251127,Sandvig,https://dokument.plandata.dk/20_11926884_1765531242859.pdf
647850,20251218,Øvrige Bornholm,https://dokument.plandata.dk/20_12117365_1766131662844.pdf
