HourUTC,HourDK,PriceArea,SpotPriceDKK,price_dkk_per_kwh,price_ore_per_kwh,elnet,energinet,elafgift,spot_component_dkk_per_kwh,buy_price_dkk_per_kwh,sell_price_dkk_per_kwh
2024-12-31 23:00:00+00:00,2025-01-01 00:00:00,DK2,18.940001,0.018940000999999998,1.8940000999999997,0.1465,0.17,0.01,0.08617500125,0.41267500125,-0.069259999
2025-01-01 00:00:00+00:00,2025-01-01 01:00:00,DK2,14.39,0.01439,1.439,0.1465,0.17,0.01,0.0804875,0.40698750000000006,-0.07381
2025-01-01 01:00:00+00:00,2025-01-01 02:00:00,DK2,14.39,0.01439,1.439,0.1465,0.17,0.01,0.0804875,0.40698750000000006,-0.07381
2025-01-01 02:00:00+00:00,2025-01-01 03:00:00,DK2,10.66,0.01066,1.0659999999999998,0.1465,0.17,0.01,0.075825,0.40232500000000004,-0.07754
2025-01-01 03:00:00+00:00,2025-01-01 04:00:00,DK2,7.76,0.0077599999999999995,0.7759999999999999,0.1465,0.17,0.01,0.0722,0.39870000000000005,-0.08044
2025-01-01 04:00:00+00:00,2025-01-01 05:00:00,DK2,17.0,0.017,1.7000000000000002,0.1465,0.17,0.01,0.08375,0.41025,-0.0712
2025-01-01 05:00:00+00:00,2025-01-01 06:00:00,DK2,8.58,0.00858,0.8580000000000001,0.4396,0.17,0.01,0.073225,0.692825,-0.07962
2025-01-01 06:00:00+00:00,2025-01-01 07:00:00,DK2,10.07,0.01007,1.0070000000000001,0.4396,0.17,0.01,0.0750875,0.6946875,-0.07813
2025-01-01 07:00:00+00:00,2025-01-01 08:00:00,DK2,16.85,0.01685,1.685,0.4396,0.17,0.01,0.0835625,0.7031625,-0.07135
2025-01-01 08:00:00+00:00,2025-01-01 09:00:00,DK2,18.940001,0.018940000999999998,1.8940000999999997,0.4396,0.17,0.01,0.08617500125,0.70577500125,-0.069259999
2025-01-01 09:00:00+00:00,2025-01-01 10:00:00,DK2,26.4,0.0264,2.64,0.4396,0.17,0.01,0.0955,0.7151000000000001,-0.0618
2025-01-01 10:00:00+00:00,2025-01-01 11:00:00,DK2,27.59,0.02759,2.759,0.4396,0.17,0.01,0.0969875,0.7165875,-0.06061
2025-01-01 11:00:00+00:00,2025-01-01 12:00:00,DK2,27.969999,0.027969999000000002,2.7969999000000003,0.4396,0.17,0.01,0.09746249875,0.71706249875,-0.060230001
2025-01-01 12:00:00+00:00,2025-01-01 13:00:00,DK2,28.41,0.02841,2.841,0.4396,0.17,0.01,0.0980125,0.7176125000000001,-0.059789999999999996
2025-01-01 13:00:00+00:00,2025-01-01 14:00:00,DK2,40.049999,0.040049999,4.0049999000000005,0.4396,0.17,0.01,0.11256249875,0.7321624987500001,-0.048150001
2025-01-01 14:00:00+00:00,2025-01-01 15:00:00,DK2,91.580002,0.091580002,9.1580002,0.4396,0.17,0.01,0.17697500249999998,0.7965750025,0.003380001999999993
2025-01-01 15:00:00+00:00,2025-01-01 16:00:00,DK2,144.679993,0.144679993,14.4679993,0.4396,0.17,0.01,0.24334999125,0.86294999125,0.056479993000000006
2025-01-01 16:00:00+00:00,2025-01-01 17:00:00,DK2,161.309998,0.161309998,16.1309998,1.3188,0.17,0.01,0.26413749750000004,1.7629374975,0.07310999800000001
2025-01-01 17:00:00+00:00,2025-01-01 18:00:00,DK2,127.010002,0.127010002,12.701000200000001,1.3188,0.17,0.01,0.2212625025,1.7200625025,0.03881000200000001
2025-01-01 18:00:00+00:00,2025-01-01 19:00:00,DK2,75.550003,0.075550003,7.555000300000001,1.3188,0.17,0.01,0.15693750375,1.65573750375,-0.012649996999999996
2025-01-01 19:00:00+00:00,2025-01-01 20:00:00,DK2,59.66,0.05966,5.966,1.3188,0.17,0.01,0.137075,1.635875,-0.028540000000000003
2025-01-01 20:00:00+00:00,2025-01-01 21:00:00,DK2,50.189999,0.050189999,5.0189999,0.4396,0.17,0.01,0.12523749875,0.74483749875,-0.038010001
2025-01-01 21:00:00+00:00,2025-01-01 22:00:00,DK2,73.389999,0.073389999,7.3389999,0.4396,0.17,0.01,0.15423749874999998,0.77383749875,-0.014810001000000003
2025-01-01 22:00:00+00:00,2025-01-01 23:00:00,DK2,52.279999,0.052279998999999994,5.2279998999999995,0.4396,0.17,0.01,0.12784999875,0.7474499987500001,-0.03592000100000001
2025-01-01 23:00:00+00:00,2025-01-02 00:00:00,DK2,21.18,0.02118,2.118,0.1465,0.17,0.01,0.088975,0.41547500000000004,-0.06702
2025-01-02 00:00:00+00:00,2025-01-02 01:00:00,DK2,20.139999,0.020139999,2.0139999,0.1465,0.17,0.01,0.08767499875,0.41417499874999997,-0.06806000100000001
2025-01-02 01:00:00+00:00,2025-01-02 02:00:00,DK2,26.629999,0.026629999,2.6629999,0.1465,0.17,0.01,0.09578749875,0.42228749875000005,-0.061570001
2025-01-02 02:00:00+00:00,2025-01-02 03:00:00,DK2,51.389999,0.051389999000000006,5.138999900000001,0.1465,0.17,0.01,0.12673749875,0.4532374987500001,-0.036810000999999995
2025-01-02 03:00:00+00:00,2025-01-02 04:00:00,DK2,95.089996,0.095089996,9.5089996,0.1465,0.17,0.01,0.181362495,0.507862495,0.0068899959999999955
2025-01-02 04:00:00+00:00,2025-01-02 05:00:00,DK2,168.919998,0.168919998,16.891999799999997,0.1465,0.17,0.01,0.27364999749999996,0.6001499975,0.08071999799999999
2025-01-02 05:00:00+00:00,2025-01-02 06:00:00,DK2,380.059998,0.380059998,38.0059998,0.4396,0.17,0.01,0.5375749975,1.1571749975,0.291859998
2025-01-02 06:00:00+00:00,2025-01-02 07:00:00,DK2,737.080017,0.737080017,73.7080017,0.4396,0.17,0.01,0.9838500212500001,1.60345002125,0.648880017
2025-01-02 07:00:00+00:00,2025-01-02 08:00:00,DK2,906.369995,0.906369995,90.6369995,0.4396,0.17,0.01,1.19546249375,1.81506249375,0.8181699950000001
2025-01-02 08:00:00+00:00,2025-01-02 09:00:00,DK2,948.880005,0.948880005,94.8880005,0.4396,0.17,0.01,1.24860000625,1.86820000625,0.8606800050000001
2025-01-02 09:00:00+00:00,2025-01-02 10:00:00,DK2,928.75,0.92875,92.875,0.4396,0.17,0.01,1.2234375,1.8430374999999999,0.8405499999999999
2025-01-02 10:00:00+00:00,2025-01-02 11:00:00,DK2,832.169983,0.832169983,83.2169983,0.4396,0.17,0.01,1.10271247875,1.72231247875,0.743969983
2025-01-02 11:00:00+00:00,2025-01-02 12:00:00,DK2,748.789978,0.748789978,74.87899780000001,0.4396,0.17,0.01,0.9984874725,1.6180874724999998,0.660589978
2025-01-02 12:00:00+00:00,2025-01-02 13:00:00,DK2,786.75,0.78675,78.675,0.4396,0.17,0.01,1.0459375,1.6655375,0.69855
2025-01-02 13:00:00+00:00,2025-01-02 14:00:00,DK2,833.72998,0.83372998,83.372998,0.4396,0.17,0.01,1.104662475,1.724262475,0.7455299799999999
2025-01-02 14:00:00+00:00,2025-01-02 15:00:00,DK2,945.599976,0.945599976,94.5599976,0.4396,0.17,0.01,1.2444999700000001,1.86409997,0.857399976
2025-01-02 15:00:00+00:00,2025-01-02 16:00:00,DK2,1008.849976,1.008849976,100.8849976,0.4396,0.17,0.01,1.3235624700000002,1.94316247,0.920649976
2025-01-02 16:00:00+00:00,2025-01-02 17:00:00,DK2,1117.060059,1.117060059,111.7060059,1.3188,0.17,0.01,1.45882507375,2.9576250737499996,1.0288600589999999
2025-01-02 17:00:00+00:00,2025-01-02 18:00:00,DK2,1088.27002,1.08827002,108.827002,1.3188,0.17,0.01,1.4228375249999998,2.9216375249999995,1.00007002
2025-01-02 18:00:00+00:00,2025-01-02 19:00:00,DK2,800.77002,0.8007700200000001,80.07700200000001,1.3188,0.17,0.01,1.063462525,2.5622625249999995,0.71257002
2025-01-02 19:00:00+00:00,2025-01-02 20:00:00,DK2,765.27002,0.76527002,76.527002,1.3188,0.17,0.01,1.019087525,2.517887525,0.6770700199999999
2025-01-02 20:00:00+00:00,2025-01-02 21:00:00,DK2,581.280029,0.581280029,58.1280029,0.4396,0.17,0.01,0.78910003625,1.40870003625,0.493080029
2025-01-02 21:00:00+00:00,2025-01-02 22:00:00,DK2,458.670013,0.458670013,45.8670013,0.4396,0.17,0.01,0.63583751625,1.25543751625,0.370470013
2025-01-02 22:00:00+00:00,2025-01-02 23:00:00,DK2,364.619995,0.36461999500000003,36.461999500000005,0.4396,0.17,0.01,0.51827499375,1.13787499375,0.27641999500000003
2025-01-02 23:00:00+00:00,2025-01-03 00:00:00,DK2,318.399994,0.318399994,31.839999400000004,0.1465,0.17,0.01,0.4604999925,0.7869999925000001,0.23019999400000002
2025-01-03 00:00:00+00:00,2025-01-03 01:00:00,DK2,284.390015,0.284390015,28.4390015,0.1465,0.17,0.01,0.41798751875,0.7444875187500001,0.196190015
2025-01-03 01:00:00+00:00,2025-01-03 02:00:00,DK2,262.609985,0.262609985,26.2609985,0.1465,0.17,0.01,0.39076248125,0.71726248125,0.174409985
2025-01-03 02:00:00+00:00,2025-01-03 03:00:00,DK2,249.339996,0.249339996,24.9339996,0.1465,0.17,0.01,0.374174995,0.7006749950000001,0.161139996
2025-01-03 03:00:00+00:00,2025-01-03 04:00:00,DK2,224.350006,0.22435000600000002,22.435000600000002,0.1465,0.17,0.01,0.3429375075,0.6694375075000001,0.13615000600000002
2025-01-03 04:00:00+00:00,2025-01-03 05:00:00,DK2,230.100006,0.230100006,23.010000599999998,0.1465,0.17,0.01,0.3501250075,0.6766250075,0.141900006
2025-01-03 05:00:00+00:00,2025-01-03 06:00:00,DK2,286.709991,0.286709991,28.6709991,0.4396,0.17,0.01,0.42088748875,1.04048748875,0.198509991
2025-01-03 06:00:00+00:00,2025-01-03 07:00:00,DK2,388.51001,0.38851001,38.851001000000004,0.4396,0.17,0.01,0.5481375125000001,1.1677375125,0.30031001
2025-01-03 07:00:00+00:00,2025-01-03 08:00:00,DK2,600.48999,0.60048999,60.048999,0.4396,0.17,0.01,0.8131124875,1.4327124875,0.51228999
2025-01-03 08:00:00+00:00,2025-01-03 09:00:00,DK2,592.359985,0.5923599850000001,59.23599850000001,0.4396,0.17,0.01,0.80294998125,1.42254998125,0.504159985
2025-01-03 09:00:00+00:00,2025-01-03 10:00:00,DK2,564.539978,0.564539978,56.453997799999996,0.4396,0.17,0.01,0.7681749725,1.3877749725,0.476339978
2025-01-03 10:00:00+00:00,2025-01-03 11:00:00,DK2,503.75,0.50375,50.375,0.4396,0.17,0.01,0.6921875000000001,1.3117875,0.41555000000000003
2025-01-03 11:00:00+00:00,2025-01-03 12:00:00,DK2,405.149994,0.405149994,40.5149994,0.4396,0.17,0.01,0.5689374925,1.1885374924999998,0.316949994
2025-01-03 12:00:00+00:00,2025-01-03 13:00:00,DK2,393.809998,0.393809998,39.3809998,0.4396,0.17,0.01,0.5547624975000001,1.1743624975,0.305609998
2025-01-03 13:00:00+00:00,2025-01-03 14:00:00,DK2,400.899994,0.400899994,40.089999399999996,0.4396,0.17,0.01,0.5636249925,1.1832249924999998,0.312699994
2025-01-03 14:00:00+00:00,2025-01-03 15:00:00,DK2,543.650024,0.5436500240000001,54.36500240000001,0.4396,0.17,0.01,0.7420625300000001,1.36166253,0.45545002400000006
2025-01-03 15:00:00+00:00,2025-01-03 16:00:00,DK2,749.359985,0.749359985,74.9359985,0.4396,0.17,0.01,0.99919998125,1.6187999812499998,0.6611599850000001
2025-01-03 16:00:00+00:00,2025-01-03 17:00:00,DK2,789.039978,0.789039978,78.9039978,1.3188,0.17,0.01,1.0487999725,2.5475999724999996,0.7008399780000001
2025-01-03 17:00:00+00:00,2025-01-03 18:00:00,DK2,809.320007,0.8093200070000001,80.9320007,1.3188,0.17,0.01,1.07415000875,2.5729500087499995,0.7211200070000001
2025-01-03 18:00:00+00:00,2025-01-03 19:00:00,DK2,751.0,0.751,75.1,1.3188,0.17,0.01,1.00125,2.50005,0.6628000000000001
2025-01-03 19:00:00+00:00,2025-01-03 20:00:00,DK2,617.27002,0.6172700200000001,61.727002000000006,1.3188,0.17,0.01,0.8340875250000002,2.332887525,0.52907002
2025-01-03 20:00:00+00:00,2025-01-03 21:00:00,DK2,602.049988,0.602049988,60.2049988,0.4396,0.17,0.01,0.815062485,1.4346624849999998,0.513849988
2025-01-03 21:00:00+00:00,2025-01-03 22:00:00,DK2,500.690002,0.500690002,50.069000200000005,0.4396,0.17,0.01,0.6883625025,1.3079625025,0.412490002
2025-01-03 22:00:00+00:00,2025-01-03 23:00:00,DK2,505.390015,0.505390015,50.539001500000005,0.4396,0.17,0.01,0.6942375187500001,1.31383751875,0.417190015
2025-01-03 23:00:00+00:00,2025-01-04 00:00:00,DK2,452.0,0.452,45.2,0.1465,0.17,0.01,0.6275000000000001,0.9540000000000001,0.3638
2025-01-04 00:00:00+00:00,2025-01-04 01:00:00,DK2,611.5,0.6115,61.150000000000006,0.1465,0.17,0.01,0.826875,1.153375,0.5233000000000001
2025-01-04 01:00:00+00:00,2025-01-04 02:00:00,DK2,672.900024,0.672900024,67.2900024,0.1465,0.17,0.01,0.90362503,1.23012503,0.584700024
2025-01-04 02:00:00+00:00,2025-01-04 03:00:00,DK2,682.820007,0.682820007,68.2820007,0.1465,0.17,0.01,0.91602500875,1.24252500875,0.5946200070000001
2025-01-04 03:00:00+00:00,2025-01-04 04:00:00,DK2,715.789978,0.715789978,71.5789978,0.1465,0.17,0.01,0.9572374725,1.2837374725,0.627589978
2025-01-04 04:00:00+00:00,2025-01-04 05:00:00,DK2,761.73999,0.76173999,76.17399900000001,0.1465,0.17,0.01,1.0146749875,1.3411749875,0.6735399900000001
2025-01-04 05:00:00+00:00,2025-01-04 06:00:00,DK2,825.530029,0.825530029,82.55300290000001,0.4396,0.17,0.01,1.0944125362500001,1.71401253625,0.737330029
2025-01-04 06:00:00+00:00,2025-01-04 07:00:00,DK2,894.909973,0.8949099730000001,89.4909973,0.4396,0.17,0.01,1.18113746625,1.80073746625,0.806709973
2025-01-04 07:00:00+00:00,2025-01-04 08:00:00,DK2,957.789978,0.957789978,95.7789978,0.4396,0.17,0.01,1.2597374725,1.8793374724999998,0.869589978
2025-01-04 08:00:00+00:00,2025-01-04 09:00:00,DK2,975.400024,0.975400024,97.5400024,0.4396,0.17,0.01,1.28175003,1.90135003,0.887200024
2025-01-04 09:00:00+00:00,2025-01-04 10:00:00,DK2,972.419983,0.972419983,97.2419983,0.4396,0.17,0.01,1.27802497875,1.89762497875,0.8842199829999999
2025-01-04 10:00:00+00:00,2025-01-04 11:00:00,DK2,957.049988,0.957049988,95.7049988,0.4396,0.17,0.01,1.258812485,1.878412485,0.868849988
2025-01-04 11:00:00+00:00,2025-01-04 12:00:00,DK2,970.030029,0.970030029,97.0030029,0.4396,0.17,0.01,1.27503753625,1.8946375362499999,0.8818300290000001
2025-01-04 12:00:00+00:00,2025-01-04 13:00:00,DK2,968.690002,0.968690002,96.8690002,0.4396,0.17,0.01,1.2733625025,1.8929625024999999,0.8804900019999999
2025-01-04 13:00:00+00:00,2025-01-04 14:00:00,DK2,1017.549988,1.017549988,101.75499880000001,0.4396,0.17,0.01,1.334437485,1.954037485,0.929349988
2025-01-04 14:00:00+00:00,2025-01-04 15:00:00,DK2,1034.930054,1.034930054,103.49300539999999,0.4396,0.17,0.01,1.3561625675,1.9757625675,0.9467300539999999
2025-01-04 15:00:00+00:00,2025-01-04 16:00:00,DK2,1059.400024,1.059400024,105.94000240000001,0.4396,0.17,0.01,1.3867500300000002,2.00635003,0.971200024
2025-01-04 16:00:00+00:00,2025-01-04 17:00:00,DK2,1128.26001,1.12826001,112.82600099999999,1.3188,0.17,0.01,1.4728250125,2.9716250124999997,1.04006001
2025-01-04 17:00:00+00:00,2025-01-04 18:00:00,DK2,1073.199951,1.073199951,107.31999510000001,1.3188,0.17,0.01,1.4039999387500002,2.90279993875,0.984999951
2025-01-04 18:00:00+00:00,2025-01-04 19:00:00,DK2,1029.26001,1.02926001,102.926001,1.3188,0.17,0.01,1.3490750125,2.8478750124999994,0.94106001
2025-01-04 19:00:00+00:00,2025-01-04 20:00:00,DK2,966.080017,0.966080017,96.6080017,1.3188,0.17,0.01,1.27010002125,2.7689000212499995,0.8778800170000001
2025-01-04 20:00:00+00:00,2025-01-04 21:00:00,DK2,916.469971,0.9164699709999999,91.6469971,0.4396,0.17,0.01,1.2080874637499999,1.8276874637499998,0.8282699709999999
2025-01-04 21:00:00+00:00,2025-01-04 22:00:00,DK2,882.450012,0.8824500120000001,88.2450012,0.4396,0.17,0.01,1.165562515,1.785162515,0.794250012
2025-01-04 22:00:00+00:00,2025-01-04 23:00:00,DK2,816.869995,0.816869995,81.6869995,0.4396,0.17,0.01,1.08358749375,1.70318749375,0.728669995
2025-01-04 23:00:00+00:00,2025-01-05 00:00:00,DK2,849.150024,0.8491500240000001,84.9150024,0.1465,0.17,0.01,1.12393753,1.45043753,0.760950024
2025-01-05 00:00:00+00:00,2025-01-05 01:00:00,DK2,748.309998,0.748309998,74.8309998,0.1465,0.17,0.01,0.9978874974999999,1.3243874974999998,0.660109998
2025-01-05 01:00:00+00:00,2025-01-05 02:00:00,DK2,698.190002,0.698190002,69.8190002,0.1465,0.17,0.01,0.9352375025,1.2617375025,0.609990002
2025-01-05 02:00:00+00:00,2025-01-05 03:00:00,DK2,700.200012,0.700200012,70.02000120000001,0.1465,0.17,0.01,0.937750015,1.264250015,0.612000012
2025-01-05 03:00:00+00:00,2025-01-05 04:00:00,DK2,666.710022,0.666710022,66.67100219999999,0.1465,0.17,0.01,0.8958875275,1.2223875275,0.5785100219999999
2025-01-05 04:00:00+00:00,2025-01-05 05:00:00,DK2,623.159973,0.623159973,62.31599730000001,0.1465,0.17,0.01,0.84144996625,1.16794996625,0.5349599730000001
2025-01-05 05:00:00+00:00,2025-01-05 06:00:00,DK2,625.98999,0.62598999,62.598999,0.4396,0.17,0.01,0.8449874875,1.4645874875,0.53778999
2025-01-05 06:00:00+00:00,2025-01-05 07:00:00,DK2,608.02002,0.60802002,60.802002,0.4396,0.17,0.01,0.822525025,1.442125025,0.51982002
2025-01-05 07:00:00+00:00,2025-01-05 08:00:00,DK2,634.48999,0.6344899900000001,63.44899900000001,0.4396,0.17,0.01,0.8556124875000001,1.4752124875000001,0.54628999
2025-01-05 08:00:00+00:00,2025-01-05 09:00:00,DK2,665.0,0.665,66.5,0.4396,0.17,0.01,0.89375,1.51335,0.5768
2025-01-05 09:00:00+00:00,2025-01-05 10:00:00,DK2,625.98999,0.62598999,62.598999,0.4396,0.17,0.01,0.8449874875,1.4645874875,0.53778999
2025-01-05 10:00:00+00:00,2025-01-05 11:00:00,DK2,668.280029,0.668280029,66.8280029,0.4396,0.17,0.01,0.89785003625,1.5174500362499999,0.5800800290000001
2025-01-05 11:00:00+00:00,2025-01-05 12:00:00,DK2,614.130005,0.614130005,61.4130005,0.4396,0.17,0.01,0.83016250625,1.44976250625,0.525930005
2025-01-05 12:00:00+00:00,2025-01-05 13:00:00,DK2,584.75,0.58475,58.475,0.4396,0.17,0.01,0.7934375,1.4130375,0.49655
2025-01-05 13:00:00+00:00,2025-01-05 14:00:00,DK2,507.179993,0.507179993,50.7179993,0.4396,0.17,0.01,0.6964749912500001,1.31607499125,0.41897999300000005
2025-01-05 14:00:00+00:00,2025-01-05 15:00:00,DK2,386.5,0.3865,38.65,0.4396,0.17,0.01,0.545625,1.165225,0.2983
2025-01-05 15:00:00+00:00,2025-01-05 16:00:00,DK2,380.609985,0.380609985,38.0609985,0.4396,0.17,0.01,0.53826248125,1.15786248125,0.292409985
2025-01-05 16:00:00+00:00,2025-01-05 17:00:00,DK2,495.089996,0.495089996,49.508999599999996,1.3188,0.17,0.01,0.681362495,2.180162495,0.406889996
2025-01-05 17:00:00+00:00,2025-01-05 18:00:00,DK2,476.149994,0.47614999399999997,47.614999399999995,1.3188,0.17,0.01,0.6576874924999999,2.1564874924999997,0.38794999399999996
2025-01-05 18:00:00+00:00,2025-01-05 19:00:00,DK2,382.470001,0.382470001,38.2470001,1.3188,0.17,0.01,0.54058750125,2.03938750125,0.294270001
2025-01-05 19:00:00+00:00,2025-01-05 20:00:00,DK2,274.850006,0.274850006,27.4850006,1.3188,0.17,0.01,0.40606250749999995,1.9048625074999999,0.18665000599999998
2025-01-05 20:00:00+00:00,2025-01-05 21:00:00,DK2,274.920013,0.27492001299999996,27.492001299999995,0.4396,0.17,0.01,0.40615001624999997,1.02575001625,0.18672001299999996
2025-01-05 21:00:00+00:00,2025-01-05 22:00:00,DK2,258.140015,0.258140015,25.8140015,0.4396,0.17,0.01,0.38517501875,1.00477501875,0.169940015
2025-01-05 22:00:00+00:00,2025-01-05 23:00:00,DK2,209.880005,0.209880005,20.988000500000002,0.4396,0.17,0.01,0.32485000625,0.94445000625,0.12168000500000001
2025-01-05 23:00:00+00:00,2025-01-06 00:00:00,DK2,205.259995,0.205259995,20.5259995,0.1465,0.17,0.01,0.31907499375,0.64557499375,0.117059995
2025-01-06 00:00:00+00:00,2025-01-06 01:00:00,DK2,177.210007,0.177210007,17.7210007,0.1465,0.17,0.01,0.28401250875,0.6105125087500001,0.089010007
2025-01-06 01:00:00+00:00,2025-01-06 02:00:00,DK2,146.339996,0.146339996,14.6339996,0.1465,0.17,0.01,0.245424995,0.571924995,0.058139996
2025-01-06 02:00:00+00:00,2025-01-06 03:00:00,DK2,125.0,0.125,12.5,0.1465,0.17,0.01,0.21875,0.54525,0.0368
2025-01-06 03:00:00+00:00,2025-01-06 04:00:00,DK2,116.050003,0.116050003,11.6050003,0.1465,0.17,0.01,0.20756250375,0.53406250375,0.027850002999999998
2025-01-06 04:00:00+00:00,2025-01-06 05:00:00,DK2,110.980003,0.110980003,11.098000299999999,0.1465,0.17,0.01,0.20122500375,0.52772500375,0.022780002999999993
2025-01-06 05:00:00+00:00,2025-01-06 06:00:00,DK2,186.539993,0.18653999300000002,18.653999300000002,0.4396,0.17,0.01,0.29567499125,0.9152749912500001,0.09833999300000001
2025-01-06 06:00:00+00:00,2025-01-06 07:00:00,DK2,227.710007,0.227710007,22.7710007,0.4396,0.17,0.01,0.34713750875,0.96673750875,0.139510007
2025-01-06 07:00:00+00:00,2025-01-06 08:00:00,DK2,302.670013,0.30267001299999996,30.267001299999997,0.4396,0.17,0.01,0.44083751624999995,1.06043751625,0.21447001299999996
2025-01-06 08:00:00+00:00,2025-01-06 09:00:00,DK2,270.0,0.27,27.0,0.4396,0.17,0.01,0.4,1.0196,0.18180000000000002
2025-01-06 09:00:00+00:00,2025-01-06 10:00:00,DK2,258.73999,0.25873999,25.873998999999998,0.4396,0.17,0.01,0.3859249875,1.0055249874999999,0.17053998999999997
2025-01-06 10:00:00+00:00,2025-01-06 11:00:00,DK2,244.860001,0.24486000100000002,24.486000100000002,0.4396,0.17,0.01,0.36857500125000003,0.98817500125,0.15666000100000002
2025-01-06 11:00:00+00:00,2025-01-06 12:00:00,DK2,233.300003,0.233300003,23.330000300000002,0.4396,0.17,0.01,0.35412500375,0.97372500375,0.145100003
2025-01-06 12:00:00+00:00,2025-01-06 13:00:00,DK2,213.309998,0.213309998,21.3309998,0.4396,0.17,0.01,0.3291374975,0.9487374975,0.125109998
2025-01-06 13:00:00+00:00,2025-01-06 14:00:00,DK2,190.940002,0.190940002,19.0940002,0.4396,0.17,0.01,0.3011750025,0.9207750025,0.102740002
2025-01-06 14:00:00+00:00,2025-01-06 15:00:00,DK2,196.309998,0.196309998,19.6309998,0.4396,0.17,0.01,0.3078874975,0.9274874975,0.10810999800000001
2025-01-06 15:00:00+00:00,2025-01-06 16:00:00,DK2,200.410004,0.20041000399999997,20.041000399999998,0.4396,0.17,0.01,0.313012505,0.932612505,0.11221000399999997
2025-01-06 16:00:00+00:00,2025-01-06 17:00:00,DK2,236.210007,0.236210007,23.6210007,1.3188,0.17,0.01,0.35776250875,1.85656250875,0.148010007
2025-01-06 17:00:00+00:00,2025-01-06 18:00:00,DK2,235.610001,0.235610001,23.5610001,1.3188,0.17,0.01,0.35701250125,1.85581250125,0.147410001
2025-01-06 18:00:00+00:00,2025-01-06 19:00:00,DK2,208.320007,0.208320007,20.832000700000002,1.3188,0.17,0.01,0.32290000875,1.82170000875,0.120120007
2025-01-06 19:00:00+00:00,2025-01-06 20:00:00,DK2,172.139999,0.172139999,17.213999899999997,1.3188,0.17,0.01,0.27767499875,1.77647499875,0.08393999899999999
2025-01-06 20:00:00+00:00,2025-01-06 21:00:00,DK2,101.809998,0.101809998,10.1809998,0.4396,0.17,0.01,0.1897624975,0.8093624975,0.013609997999999998
2025-01-06 21:00:00+00:00,2025-01-06 22:00:00,DK2,115.529999,0.11552999900000001,11.552999900000001,0.4396,0.17,0.01,0.20691249875,0.82651249875,0.027329999000000008
2025-01-06 22:00:00+00:00,2025-01-06 23:00:00,DK2,61.68,0.06168,6.168,0.4396,0.17,0.01,0.1396,0.7592,-0.026520000000000002
2025-01-06 23:00:00+00:00,2025-01-07 00:00:00,DK2,79.139999,0.079139999,7.9139999,0.1465,0.17,0.01,0.16142499875,0.48792499875000006,-0.009060000999999998
2025-01-07 00:00:00+00:00,2025-01-07 01:00:00,DK2,64.970001,0.064970001,6.4970001,0.1465,0.17,0.01,0.14371250125,0.47021250125,-0.023229999
2025-01-07 01:00:00+00:00,2025-01-07 02:00:00,DK2,39.529999,0.039529998999999996,3.9529998999999996,0.1465,0.17,0.01,0.11191249874999999,0.43841249875,-0.048670001000000004
2025-01-07 02:00:00+00:00,2025-01-07 03:00:00,DK2,37.369999,0.037369999,3.7369999000000003,0.1465,0.17,0.01,0.10921249875,0.43571249875000007,-0.050830001
2025-01-07 03:00:00+00:00,2025-01-07 04:00:00,DK2,38.27,0.038270000000000005,3.8270000000000004,0.1465,0.17,0.01,0.1103375,0.4368375,-0.049929999999999995
2025-01-07 04:00:00+00:00,2025-01-07 05:00:00,DK2,43.259998,0.043259998,4.3259998,0.1465,0.17,0.01,0.1165749975,0.4430749975,-0.044940002
2025-01-07 05:00:00+00:00,2025-01-07 06:00:00,DK2,209.460007,0.209460007,20.9460007,0.4396,0.17,0.01,0.32432500875000003,0.9439250087500001,0.121260007
2025-01-07 06:00:00+00:00,2025-01-07 07:00:00,DK2,268.609985,0.268609985,26.8609985,0.4396,0.17,0.01,0.39826248124999997,1.01786248125,0.180409985
2025-01-07 07:00:00+00:00,2025-01-07 08:00:00,DK2,277.709991,0.277709991,27.770999099999997,0.4396,0.17,0.01,0.40963748875,1.02923748875,0.189509991
2025-01-07 08:00:00+00:00,2025-01-07 09:00:00,DK2,261.149994,0.261149994,26.1149994,0.4396,0.17,0.01,0.3889374925,1.0085374925,0.172949994
2025-01-07 09:00:00+00:00,2025-01-07 10:00:00,DK2,255.630005,0.255630005,25.5630005,0.4396,0.17,0.01,0.38203750625,1.00163750625,0.167430005
2025-01-07 10:00:00+00:00,2025-01-07 11:00:00,DK2,258.459991,0.258459991,25.8459991,0.4396,0.17,0.01,0.38557498875,1.0051749887499999,0.170259991
2025-01-07 11:00:00+00:00,2025-01-07 12:00:00,DK2,248.619995,0.24861999499999998,24.8619995,0.4396,0.17,0.01,0.37327499374999995,0.99287499375,0.16041999499999998
2025-01-07 12:00:00+00:00,2025-01-07 13:00:00,DK2,248.169998,0.248169998,24.8169998,0.4396,0.17,0.01,0.3727124975,0.9923124975000001,0.159969998
2025-01-07 13:00:00+00:00,2025-01-07 14:00:00,DK2,248.240005,0.24824000499999999,24.824000499999997,0.4396,0.17,0.01,0.37280000625,0.99240000625,0.16004000499999999
2025-01-07 14:00:00+00:00,2025-01-07 15:00:00,DK2,248.020004,0.248020004,24.802000399999997,0.4396,0.17,0.01,0.37252500499999996,0.992125005,0.159820004
